"","word","EBCL","TBCL","HSK"
"7129","哈氏台灣鯊","無","無","HSK_789"
"7138","姜仔虎","無","無","HSK_789"
"7140","姥鯊","無","無","HSK_789"
"7145","威氏細花蘭","無","第6級","HSK_789"
"7148","威氏裸金蠅","無","第7級","HSK_789"
"7150","威利瘤背海牛","無","第7級","HSK_789"
"7158","屎蟹","無","第7級","無"
"7159","屏東豆蘭","無","第7級","HSK_789"
"7160","屏東馬口魚","無","第7級","HSK_6"
"7164","帝士魚","無","第5級","HSK_6"
"7165","帝水魚","無","第5級","HSK_6"
"7167","帝王神仙魚","無","第5級","HSK_789"
"7168","帝王雀","無","第5級","HSK_789"
"7169","帝王蝶","無","第7級","無"
"7170","帝王蟹","無","第7級","無"
"7177","幽面仔","無","第5級","HSK_5"
"7179","幽靈弄蝶","無","第7級","無"
"7180","幽靈蝦","無","第5級","HSK_789"
"7181","幽靈蟹","無","第7級","無"
"7182","待宵花","無","第4級","HSK_789"
"7183","待宵草屬","無","第5級","HSK_789"
"7188","後紋小天牛","無","第6級","無"
"7195","急性子","A2","第3級","HSK_3"
"7196","恆春小灰蝶","無","第7級","無"
"7197","恆春白蟻","無","第6級","無"
"7198","恆春矢竹","無","第7級","HSK_789"
"7200","恆春金鳳蝶","無","第7級","無"
"7201","恆春青籬竹","無","第6級","無"
"7202","恆春枯葉蝶","無","第7級","無"
"7204","恆春紫挾蝶","無","第7級","無"
"7205","恆春紫珠","無","第6級","HSK_789"
"7209","恆春閻魔金龜","無","無","HSK_789"
"7211","恆春薑","無","第6級","無"
"7217","扁仔","無","第5級","HSK_6"
"7218","扁平棉苔","無","第7級","無"
"7219","扁平蛛網海膽","無","第7級","無"
"7220","扁甲","無","第5級","HSK_6"
"7221","扁耳螺屬","無","無","HSK_789"
"7222","扁吻光尾鯊","無","無","HSK_789"
"7227","扁尾海蛇","無","第5級","HSK_6"
"7228","扁沙","無","第5級","HSK_6"
"7230","扁枝青苔","無","第7級","無"
"7231","扁枝苔變種","無","第7級","無"
"7232","扁枝棉苔變種","無","第7級","無"
"7234","扁枝懸苔","無","第7級","無"
"7235","扁屏仔","無","第7級","HSK_6"
"7236","扁柄沿階草","無","第6級","HSK_789"
"7241","扁魚","無","第5級","HSK_6"
"7242","扁掌同寄居蟹","無","第7級","無"
"7243","扁對生藻","無","第7級","HSK_789"
"7248","扁頭哈那鯊","無","無","HSK_789"
"7250","扁頭棘茄魚","無","第7級","HSK_789"
"7255","扁蟹仔","無","第7級","無"
"7259","拜佛蟹","無","第7級","無"
"7260","括樓","無","第5級","HSK_4"
"7261","拱甲大眼蟹","無","第7級","無"
"7262","指甲花","無","第4級","HSK_5"
"7264","指狀角藻掌狀變種","無","第7級","HSK_789"
"7270","施恩峰天牛","無","第5級","HSK_6"
"7271","星三線蝶","無","第7級","無"
"7276","星阿南魚","無","第3級","HSK_4"
"7277","星帶長鬚天牛","無","第7級","無"
"7284","星斑鳳蝶","無","第7級","無"
"7285","星斑籃子魚","無","第5級","HSK_789"
"7286","星雲海豬魚","無","第3級","無"
"7287","星黃粉蝶","無","第7級","無"
"7293","星點三線蝶","無","第7級","無"
"7294","星點小弄蝶","無","第7級","無"
"7298","星點砲彈","無","第7級","無"
"7299","星點異鱗魚","無","第7級","無"
"7300","星點黃蝶","無","第7級","無"
"7302","星點藍灰蝶","無","第7級","無"
"7305","星鐘花屬","無","第5級","HSK_3"
"7306","春子","A2","第2級","HSK_2"
"7307","春鳳蝶","無","第7級","無"
"7310","枯葉","無","第6級","HSK_789"
"7317","柄果水馬齒","無","第6級","HSK_789"
"7321","柏氏四盤耳烏賊","無","第7級","無"
"7323","柏氏蝶","無","第7級","無"
"7327","染斑海鹿","無","第5級","HSK_789"
"7328","柔毛胡枝子","無","第5級","HSK_789"
"7329","柔曲沙菜","無","第5級","HSK_789"
"7330","柔身纖鑽光魚","無","第7級","無"
"7332","柔弱網翼藻","無","第7級","HSK_789"
"7335","柔絲滴草","無","第5級","HSK_789"
"7336","柔葉耳柄苔","無","第7級","無"
"7338","柔葉澤苔","無","第7級","無"
"7359","柳冷仔","無","第5級","HSK_789"
"7366","柿糊木","無","無","HSK_5"
"7368","歪紋小灰蝶","無","第7級","無"
"7369","歪脖","無","第6級","HSK_789"
"7371","毒海蛇","無","第4級","HSK_5"
"7374","泉卷耳","無","第5級","HSK_4"
"7376","洋刀豆","無","第3級","HSK_6"
"7377","洋金花","無","第3級","HSK_6"
"7378","洋金鳳","無","第5級","HSK_789"
"7379","洋麻","無","第3級","HSK_6"
"7380","洋斑燕","無","第5級","HSK_789"
"7384","洋燕臺灣亞種","無","第5級","無"
"7385","洋燕蘭嶼亞種","無","第6級","HSK_789"
"7387","洛陽花","無","第6級","無"
"7392","流氓瓜仔","無","第7級","HSK_789"
"7393","流氓格仔","無","第7級","HSK_789"
"7394","流星弄蝶","無","第7級","無"
"7395","玻璃魚","無","第6級","HSK_5"
"7396","玻璃翠","無","第6級","HSK_789"
"7405","珍珠石斑","無","第5級","HSK_789"
"7406","珍珠貝隱魚","無","第6級","HSK_6"
"7407","珍珠草","無","第3級","HSK_5"
"7408","珍珠龍","無","第3級","HSK_5"
"7409","珍珠龍膽","無","第4級","HSK_5"
"7410","珍珠蟹","無","第7級","無"
"7413","珍貴叢棘海星","無","第7級","HSK_789"
"7426","皇冠三間","無","第5級","HSK_6"
"7427","皇冠織紋螺","無","無","HSK_789"
"7428","皇帝","無","第5級","HSK_6"
"7429","皇帝魚","無","第5級","HSK_6"
"7430","皇馬蜂","無","第6級","HSK_789"
"7431","皇帶魚","無","第5級","HSK_6"
"7432","相思鳥","A2","第3級","HSK_2"
"7433","相馬氏石松","無","第6級","HSK_789"
"7437","相鄰同寄居蟹","無","第7級","無"
"7439","眉原三線蝶","無","第7級","無"
"7442","眉原煙管蝸","無","第7級","無"
"7443","眉原綠一字蝶","無","第7級","無"
"7445","眉溪三線蝶","無","第7級","無"
"7446","眉溪小灰蝶","無","第7級","無"
"7449","砂尖唇魚","無","第6級","HSK_789"
"7450","砂狗娃花","無","第6級","HSK_789"
"7452","砂遍羅","無","第6級","HSK_789"
"7457","秋山細花天牛","無","第4級","HSK_4"
"7458","秋行軍蟲","無","第5級","HSK_5"
"7459","秋弄蝶","無","第7級","無"
"7460","秋姑","無","第3級","HSK_3"
"7461","秋茄樹","無","第5級","HSK_6"
"7462","秋高","A2","第2級","HSK_2"
"7463","秋斑","無","第5級","HSK_789"
"7466","科氏底潛魚","無","第6級","HSK_789"
"7467","科氏海馬","無","第6級","HSK_789"
"7470","穿山龍","無","第3級","HSK_3"
"7477","突角鼻魚","無","第4級","HSK_5"
"7480","突臭仔","無","第4級","HSK_5"
"7482","突鼻仔","無","第4級","HSK_5"
"7484","突額棘茄魚","無","第7級","HSK_789"
"7489","約馬蜂","無","第6級","HSK_789"
"7490","紅刀豆","無","第2級","HSK_4"
"7491","紅十字鳥","A2","第3級","HSK_2"
"7492","紅三角仔","無","第4級","HSK_5"
"7494","紅口仿鯨","無","第7級","無"
"7496","紅大目仔","無","第4級","HSK_5"
"7497","紅小丑","無","第7級","HSK_5"
"7498","紅小灰蝶","無","第7級","無"
"7500","紅山椒鳥","無","第4級","HSK_789"
"7501","紅公眉","無","第3級","HSK_789"
"7502","紅太陽","A2","第2級","HSK_2"
"7503","紅木科","無","第4級","HSK_3"
"7506","紅牛尾","無","第4級","HSK_4"
"7507","紅台灣絨毛金龜","無","無","HSK_789"
"7508","紅平倍良","無","第5級","HSK_4"
"7509","紅瓜魚","無","第2級","HSK_4"
"7511","紅甘","無","第5級","HSK_789"
"7513","紅皮刀","無","第3級","HSK_3"
"7514","紅皮倒吊","無","第7級","無"
"7516","紅目","A2","第3級","HSK_2"
"7517","紅目瓜仔","無","第4級","HSK_5"
"7518","紅目規","無","第4級","HSK_3"
"7519","紅目猴","無","第4級","HSK_5"
"7524","紅石狗公","無","第2級","HSK_3"
"7526","紅印倒吊","無","第7級","無"
"7528","紅朱格","無","第5級","HSK_789"
"7529","紅竹","無","第4級","HSK_5"
"7531","紅耳泥龜","無","第6級","HSK_789"
"7532","紅肉丁挽","無","第6級","HSK_789"
"7534","紅肉仔","無","第4級","HSK_5"
"7535","紅肉杜","無","第5級","HSK_789"
"7536","紅肉屎仔","無","第7級","無"
"7537","紅肉槍魚","無","第5級","HSK_5"
"7540","紅色石狗公","無","第2級","HSK_3"
"7541","紅衣","A2","第1級","HSK_2"
"7543","紅伶","無","第7級","無"
"7544","紅利魚","無","第3級","HSK_2"
"7545","紅尾","無","第4級","HSK_4"
"7547","紅尾冬仔","無","第4級","HSK_5"
"7553","紅尾伯勞日本亞種","無","第4級","HSK_789"
"7554","紅尾伯勞東北亞種","無","第4級","HSK_789"
"7555","紅尾伯勞指名亞種","無","第4級","HSK_789"
"7556","紅尾伯勞普通亞種","無","第4級","HSK_789"
"7558","紅尾砲彈","無","第7級","無"
"7563","紅沙瓜仔","無","第4級","HSK_5"
"7564","紅角大粉蝶","無","第7級","無"
"7566","紅角龍","無","第4級","HSK_3"
"7567","紅豆招潮蟹","無","第7級","無"
"7568","紅赤尾","無","第5級","HSK_789"
"7569","紅身公仔","無","第4級","HSK_5"
"7571","紅刺鯨口魚","無","第7級","無"
"7572","紅刺鬚仿鯨","無","第7級","無"
"7573","紅奇黑仔","無","第4級","HSK_5"
"7574","紅姑娘仔","無","第4級","HSK_5"
"7579","紅狗鯊","無","無","HSK_789"
"7582","紅肩粉蝶","無","第7級","無"
"7583","紅肩斑粉蝶","無","第7級","無"
"7585","紅肩龍","無","第5級","HSK_5"
"7586","紅花","A1","第1級","HSK_2"
"7587","紅花美人蕉","無","第3級","HSK_3"
"7589","紅花斑狗母","無","第5級","HSK_789"
"7591","紅虎","無","第3級","HSK_5"
"7592","紅虎魚","無","第3級","HSK_5"
"7593","紅冠雀","無","第5級","HSK_789"
"7594","紅厚殼科","無","第6級","HSK_789"
"7595","紅咬齒","無","第4級","HSK_789"
"7597","紅指硬殼寄居蟹","無","第7級","無"
"7600","紅星斑挾蝶","無","第7級","無"
"7605","紅柳冷仔","無","第5級","HSK_789"
"7606","紅秋姑","無","第3級","HSK_3"
"7607","紅背桂花","無","無","HSK_789"
"7610","紅背擬羊魚","無","第6級","HSK_789"
"7613","紅衫","無","第5級","HSK_3"
"7614","紅面將軍","無","第4級","HSK_5"
"7615","紅面鴨","無","第4級","HSK_5"
"7616","紅面鶴","無","第7級","HSK_789"
"7617","紅飛魚","A1","第2級","HSK_2"
"7619","紅哥里","A1","第3級","HSK_2"
"7620","紅唇仔","無","第6級","HSK_789"
"7621","紅娘仔","無","第4級","HSK_5"
"7624","紅挾蝶","無","第7級","無"
"7625","紅校讚","無","第4級","無"
"7626","紅根白蝶","無","第7級","無"
"7627","紅格仔","無","第4級","HSK_5"
"7629","紅海逮","無","第6級","HSK_789"
"7631","紅海龜","無","第6級","HSK_789"
"7634","紅班蘭","無","第5級","HSK_789"
"7635","紅粉蝶","無","第7級","無"
"7636","紅紋白蝶","無","第7級","無"
"7638","紅紋粉蝶","無","第7級","無"
"7639","紅紋斑粉蝶","無","第7級","無"
"7641","紅紋鳳蝶","無","第7級","無"
"7642","紅紋鞭藻蝦","無","第7級","HSK_789"
"7643","紅翅尖粉蝶","無","第7級","無"
"7644","紅翅長標弄蝶","無","第7級","無"
"7645","紅翅綠鳩","無","第6級","無"
"7647","紅胸田雞","無","第5級","HSK_6"
"7650","紅胸啄花鳥","無","第7級","無"
"7651","紅胸黑翅天牛","無","第5級","HSK_789"
"7653","紅胸隱翅蟲","無","第6級","HSK_789"
"7657","紅臭魚","無","第3級","HSK_5"
"7658","紅臭魚仔","無","第4級","HSK_5"
"7659","紅草","無","第2級","HSK_2"
"7662","紅豹斑蝶","無","第7級","無"
"7667","紅骨頂","無","第5級","HSK_4"
"7668","紅副赤尾冬","無","第5級","HSK_789"
"7669","紅基鳳蝶","無","第7級","無"
"7675","紅條","A2","第2級","HSK_2"
"7676","紅條鞭腕蝦","無","第7級","HSK_789"
"7677","紅淡","無","第4級","HSK_4"
"7678","紅球線旋螺","無","無","HSK_789"
"7679","紅眼弄蝶","無","第7級","無"
"7682","紅脖游蛇","無","第6級","HSK_789"
"7683","紅舵","無","第7級","HSK_789"
"7685","紅軟鑽仔","無","第5級","HSK_6"
"7687","紅雀","無","第5級","HSK_789"
"7688","紅頂綠鳩","無","第6級","無"
"7689","紅魚","A1","第2級","HSK_2"
"7690","紅魚仔","無","第4級","HSK_5"
"7691","紅魚曹","無","第6級","HSK_789"
"7692","紅喉","無","第5級","HSK_789"
"7697","紅斑","無","第5級","HSK_789"
"7699","紅斑狗母","無","第5級","HSK_789"
"7700","紅斑美鳳蝶","無","第7級","無"
"7701","紅斑對蝦","無","第5級","HSK_789"
"7704","紅斑閻魔金龜","無","無","HSK_789"
"7705","紅斑糞金龜","無","第7級","HSK_789"
"7707","紅棕象甲","無","第6級","無"
"7710","紅猴鯊","無","無","HSK_789"
"7711","紅番鴨","無","第5級","HSK_6"
"7712","紅硬管蟲","無","第5級","HSK_5"
"7714","紅黑喉","無","第5級","HSK_789"
"7716","紅新娘","無","第4級","HSK_3"
"7719","紅滑皮海星","無","第5級","HSK_5"
"7720","紅滑皮蛇星","無","第5級","HSK_5"
"7721","紅獅公","無","第3級","HSK_789"
"7724","紅腳仔","無","第4級","HSK_5"
"7725","紅腳仙","無","第5級","HSK_789"
"7726","紅腳苦惡鳥普通亞種","無","第4級","HSK_4"
"7727","紅腳斑秧雞","無","無","HSK_789"
"7730","紅腹吳郭魚","無","第6級","HSK_789"
"7732","紅腹鳳蝶","無","第7級","無"
"7738","紅腹羅非魚","無","第6級","HSK_789"
"7740","紅葉守宮","無","第4級","HSK_6"
"7745","紅裙鳳蝶","無","第7級","無"
"7748","紅鈴蟲蘭","無","第6級","HSK_789"
"7749","紅鉛筆","無","第5級","HSK_6"
"7750","紅鉛筆龍","無","第5級","HSK_6"
"7751","紅鼓魚","無","第4級","HSK_5"
"7755","紅鳳豆","無","第5級","HSK_789"
"7756","紅劍","無","第5級","HSK_6"
"7757","紅嘴山鵲","無","第6級","無"
"7759","紅嘴玉","無","第2級","HSK_4"
"7760","紅嘴石斑","無","第5級","HSK_789"
"7761","紅嘴唇仔","無","第6級","HSK_789"
"7768","紅槽","無","第7級","HSK_789"
"7771","紅線龍","無","第3級","HSK_3"
"7773","紅緣小灰蝶","無","第7級","無"
"7774","紅緣粉蝶","無","第7級","無"
"7775","紅緣斑粉蝶","無","第7級","無"
"7776","紅緣短突花金龜","無","第6級","HSK_789"
"7777","紅緣絲隆頭魚","無","第5級","HSK_789"
"7778","紅蝦","無","第4級","HSK_789"
"7781","紅豬母","無","第2級","HSK_3"
"7785","紅樹林蛙","無","第6級","HSK_789"
"7786","紅燕子","無","第5級","HSK_789"
"7789","紅貓仔","無","第4級","HSK_5"
"7791","紅頭五月茶","A1","第1級","HSK_2"
"7792","紅頭長尾山雀","無","第5級","HSK_789"
"7794","紅頭胡椒","無","第5級","HSK_789"
"7797","紅頭綠鳩八重山亞種","無","第6級","無"
"7798","紅頭綠鳩台灣亞種","無","第6級","無"
"7800","紅頭蘭屬","無","第5級","HSK_789"
"7801","紅頸凸眼天牛","無","第6級","HSK_789"
"7805","紅龍","無","第3級","HSK_3"
"7806","紅擬豹斑蝶","無","第7級","無"
"7808","紅環蝶","無","第7級","無"
"7811","紅點虎麻","無","第3級","HSK_5"
"7812","紅點烏小灰蝶","無","第7級","無"
"7814","紅點粉蝶","無","第7級","無"
"7815","紅點梯形蟹","無","第7級","無"
"7816","紅點龍","無","第3級","HSK_3"
"7819","紅雙角魚","無","第4級","HSK_3"
"7820","紅雞仔","無","第4級","HSK_5"
"7821","紅雞魚","A1","第2級","HSK_2"
"7823","紅顏裸金蠅","無","第7級","HSK_789"
"7824","紅簾魚","無","第7級","HSK_5"
"7825","紅繩兒","無","第5級","HSK_789"
"7826","紅藤草","無","第7級","HSK_789"
"7827","紅蟹","無","第7級","無"
"7829","紅邊黃小灰蝶","無","第7級","無"
"7830","紅麗魚","A2","第4級","HSK_3"
"7834","紅魔鬼","無","第5級","HSK_789"
"7840","紅鶴蘭","無","第7級","HSK_789"
"7847","紅鑽魚","無","第5級","HSK_6"
"7850","美人魚","A1","第2級","HSK_3"
"7853","美洲木鴨","無","第4級","HSK_789"
"7855","美洲合萌","無","第7級","HSK_789"
"7858","美洲慈菇","無","第6級","HSK_789"
"7859","美洲滿江紅","A2","第4級","HSK_789"
"7860","美洲綠翅鴨","無","第5級","HSK_789"
"7862","美洲鴛鴦","無","第7級","無"
"7865","美洲蟑螂","無","第7級","無"
"7866","美唇隱柱蘭","無","第6級","HSK_789"
"7868","美國牛蛙","無","第6級","HSK_789"
"7869","美國金線蓮","無","第5級","HSK_789"
"7871","美國櫻桃","無","第5級","無"
"7874","美葉鳳尾蕉","無","第5級","HSK_789"
"7875","美達卡","無","第4級","HSK_3"
"7876","美鳳蝶","無","第7級","無"
"7878","美麗毛背魚","無","第4級","HSK_3"
"7882","美麗相思子","A2","第4級","HSK_3"
"7884","美麗胡枝子","無","第5級","HSK_6"
"7885","美麗假銀杏蟹","無","第7級","無"
"7887","美麗異木棉","無","第5級","HSK_6"
"7891","耶馬臺凸尾介","無","第7級","無"
"7892","背刺繩苔","無","第7級","無"
"7897","背斑閻魔金龜","無","無","HSK_789"
"7899","背棘魚","無","第7級","HSK_789"
"7900","背筋雀","無","第5級","HSK_789"
"7901","背黃斑蔭蝶","無","第7級","無"
"7902","背瘤刺緣大薄翅天牛","無","第7級","HSK_789"
"7905","胎沙","無","第5級","HSK_789"
"7909","胡瓜螺","無","無","HSK_789"
"7911","胡麻花","無","第5級","HSK_5"
"7912","胡麻斑天牛","無","第5級","HSK_789"
"7913","胡麻斑白蝶","無","第7級","無"
"7914","胡麻斑刺翅天牛","無","第5級","HSK_789"
"7915","胡麻斑挾蝶","無","第7級","無"
"7916","胡麻斑粉蝶","無","第7級","無"
"7917","胡麻蝶","無","第7級","無"
"7918","胡麻屬","無","第5級","HSK_5"
"7919","胡椒廣翅蠟蟬","無","第6級","無"
"7920","胡溜","無","第5級","HSK_789"
"7922","苔海馬","無","第7級","無"
"7924","苦水花","無","第3級","HSK_3"
"7925","苦瓜萎凋病菌","無","第7級","無"
"7926","苦瓜露菌","無","第6級","HSK_6"
"7927","苦甘仔","無","第5級","HSK_789"
"7928","苦竹","無","第4級","HSK_5"
"7929","苦花","無","第3級","HSK_3"
"7933","苦草","無","第3級","HSK_3"
"7935","苦參決明","無","第3級","HSK_3"
"7936","苦參類決明","無","第3級","HSK_3"
"7937","苦粗仔","無","第4級","HSK_5"
"7938","苦蚵仔","無","第6級","無"
"7939","苦菜","無","第3級","HSK_3"
"7942","苦槽仔","無","第7級","HSK_789"
"7944","苦瞭","無","第5級","無"
"7954","范福扁帶管蝸牛","無","第7級","無"
"7955","茄子","無","第5級","HSK_6"
"7956","茄冬仔","無","第5級","HSK_6"
"7959","茄藻","無","第7級","HSK_789"
"7963","茉莉","無","第7級","無"
"7965","虹色金線魚","無","第7級","HSK_789"
"7966","虹紋龍","無","第7級","HSK_789"
"7973","負子蟲","無","第5級","HSK_4"
"7975","軍曹魚","無","第6級","HSK_789"
"7977","重月紋翠鳳蝶","無","第7級","無"
"7981","重樓屬","無","第5級","HSK_3"
"7984","降霜長鬚天牛","無","第7級","無"
"7985","面型細虎天牛","無","第4級","HSK_5"
"7987","革狗母","無","第5級","HSK_5"
"7990","革龜","無","第6級","HSK_789"
"7998","風不動藤","無","第7級","HSK_789"
"7999","風茄兒","無","第5級","HSK_6"
"8000","風鈴草","無","第6級","HSK_5"
"8001","風鈴蘭屬","無","第6級","HSK_789"
"8003","飛角","無","第4級","HSK_2"
"8004","飛角魚","無","第4級","HSK_2"
"8005","飛柔魚","無","第5級","HSK_789"
"8006","飛烏","無","第4級","HSK_6"
"8007","飛烏虎","無","第4級","HSK_6"
"8008","飛烏蛇仔","無","第4級","HSK_6"
"8009","飛揚草","無","第5級","HSK_4"
"8010","飛楊草","無","第5級","HSK_789"
"8013","飛鼠","無","第4級","HSK_5"
"8016","飛魷","無","第6級","無"
"8017","飛機草","無","第2級","HSK_2"
"8019","飛龍粉蝶","無","第7級","無"
"8020","飛翼","無","第7級","HSK_789"
"8022","飛鶴蘭屬","無","第7級","HSK_789"
"8026","食蟹蛙","無","第7級","無"
"8028","首環蝶","無","第7級","無"
"8029","香台灣大蚊","無","第4級","HSK_789"
"8031","香匙","無","第3級","HSK_789"
"8037","香港饅頭果","無","第4級","HSK_6"
"8038","香菇草","無","第5級","HSK_789"
"8041","香蕉弄蝶","無","第7級","無"
"8046","倍良","無","第5級","HSK_4"
"8049","倒吊","無","第7級","無"
"8050","倒吊風藤","無","第7級","無"
"8051","倒吊學","無","第7級","無"
"8052","倒吊蘭屬","無","第7級","無"
"8053","倒串","無","第5級","HSK_6"
"8054","倒卵葉木藍","無","第6級","HSK_789"
"8056","倒卵葉胡頹子","無","第7級","HSK_789"
"8060","候貝切","無","第4級","HSK_4"
"8067","准鳳蝶","無","第7級","無"
"8070","剝皮仔","無","第6級","HSK_789"
"8071","剝皮魚","無","第6級","HSK_789"
"8079","哥氏管鬚蟹","無","第7級","無"
"8082","哲東氏海蛇","無","第6級","HSK_789"
"8087","埔里三線蝶","無","第7級","無"
"8088","埔里小灰蝶","無","第7級","無"
"8089","埔里小型小灰蝶","無","第7級","無"
"8091","埔里小黃紋弄蝶","無","第7級","無"
"8094","埔里波紋小灰蝶","無","第7級","無"
"8095","埔里波紋蛇目蝶","無","第7級","無"
"8096","埔里社三線蝶","無","第7級","無"
"8097","埔里社波紋小灰蝶","無","第7級","無"
"8099","埔里紅弄蝶","無","第7級","無"
"8101","埔里紫小灰蝶","無","第7級","無"
"8102","埔里紫斑蝶","無","第7級","無"
"8104","埔里黃紋弄蝶","無","第7級","無"
"8106","埔里綠一文字蝶","無","第7級","無"
"8107","埔里綠一字蝶","無","第7級","無"
"8108","埔里綠小灰蝶","無","第7級","無"
"8110","埔荊茶","無","第7級","無"
"8111","埔鹽","無","第6級","無"
"8112","夏灰蝶","無","第7級","無"
"8116","夏黃斑弄蝶","無","第7級","無"
"8169","娘仔魚","無","第4級","HSK_5"
"8175","家白蟻","無","第5級","無"
"8177","家具蟑螂","無","第7級","無"
"8178","家長腳蜂","無","第6級","HSK_789"
"8179","家雨燕","無","第5級","HSK_789"
"8180","家屋白蟻","無","第5級","無"
"8182","家桑","無","第7級","HSK_789"
"8183","家馬蜂","無","第6級","HSK_789"
"8184","家鴉","無","第6級","HSK_789"
"8189","家燕白腹亞種","無","第6級","HSK_789"
"8190","家燕紅腹亞種","無","第6級","HSK_789"
"8191","家燕普通亞種","無","第5級","HSK_789"
"8192","家燕蒙古亞種","無","第6級","HSK_789"
"8194","容格氏絨蓋牛肝菌","無","無","HSK_789"
"8195","射狗母","無","第5級","HSK_5"
"8196","展翅臺大蚊","無","第5級","無"
"8202","島田紅豆","無","第4級","HSK_6"
"8204","島槐","無","無","HSK_789"
"8205","島嶼小公魚","無","第6級","HSK_789"
"8206","島嶼掘地金龜","無","第6級","HSK_789"
"8209","島嶼銀漢魚","無","第6級","HSK_789"
"8211","席草","無","第5級","HSK_4"
"8216","庫拉索凹牙豆娘魚","無","第6級","HSK_789"
"8220","弱序羊茅","無","無","HSK_789"
"8221","弱棘魚","無","第7級","HSK_789"
"8226","扇角大花蚤","無","第7級","無"
"8231","拿大早熟禾","無","無","HSK_789"
"8233","捕魚木屬","無","第5級","HSK_6"
"8237","柴田氏圓胸菊虎","無","第7級","HSK_789"
"8238","柴魚","無","第6級","HSK_5"
"8239","栗子","無","第7級","無"
"8244","栗色透翅斑蝶","無","第7級","無"
"8247","栗腹文鳥","無","第7級","無"
"8249","栗腹文鳥馬來亞種","無","第7級","無"
"8251","栗樹鴨","無","第7級","無"
"8256","校力","A2","第2級","HSK_2"
"8258","校讚","無","第4級","無"
"8262","核果木","無","第5級","HSK_5"
"8263","核果木科","無","第5級","HSK_5"
"8269","格仔","無","第4級","HSK_5"
"8270","格紋海豬魚","無","第6級","HSK_789"
"8271","格紋蝴蝶魚","無","第7級","無"
"8273","格斯特乳白蟻","無","第6級","無"
"8276","桂色雀","無","無","HSK_789"
"8278","桂圓","無","無","HSK_789"
"8279","桂葉黃梅","無","無","HSK_789"
"8283","桃紅陣雨樹","無","第4級","HSK_5"
"8284","桃紅鳳蝶","無","第7級","無"
"8285","桃園草","無","第4級","HSK_5"
"8286","桃源台灣絨毛金龜","無","無","HSK_789"
"8300","氣瓜仔","無","第4級","HSK_5"
"8301","氣球魚","A1","第2級","HSK_2"
"8302","氣規","無","第4級","HSK_3"
"8304","泰竹","無","第5級","HSK_789"
"8306","泰國八哥","無","第5級","HSK_789"
"8308","泰國長臂大蝦","無","第5級","HSK_789"
"8309","泰國魚虎","無","第5級","HSK_789"
"8311","泰國蝦","無","第5級","HSK_789"
"8314","泰國櫻花","無","第5級","無"
"8317","泰雅三線蝶","無","第7級","無"
"8318","泰雅小灰蝶","無","第7級","無"
"8319","泰雅台灣絨毛金龜","無","無","HSK_789"
"8320","泰雅爾綠小灰蝶","無","第7級","無"
"8321","泰雅綠小灰蝶","無","第7級","無"
"8322","泰雅綠灰蝶","無","第7級","無"
"8323","泰雅閻魔金龜","無","無","HSK_789"
"8326","浪花銀漢魚","無","第4級","HSK_3"
"8327","浮水蓮花","無","第6級","HSK_789"
"8328","浮萍","無","第7級","HSK_789"
"8329","浮囊狸藻","無","第7級","無"
"8330","海刀豆","無","第2級","HSK_4"
"8337","海水鬥魚","無","第5級","無"
"8338","海牛港","無","第4級","HSK_6"
"8339","海州骨碎補","無","第5級","HSK_789"
"8340","海吳郭","無","第6級","HSK_789"
"8342","海芋屬","無","第7級","無"
"8343","海和尚","無","第5級","HSK_4"
"8346","海狗母梭","無","第7級","無"
"8347","海狗甘仔","無","第5級","HSK_789"
"8349","海金沙科","無","第4級","HSK_3"
"8350","海金魚","A2","第2級","HSK_3"
"8351","海門冬","A2","第2級","HSK_2"
"8352","海南玄灰蝶","無","第7級","無"
"8354","海南洋仔","無","第4級","HSK_6"
"8356","海南馬唐","無","第4級","HSK_789"
"8357","海南蟲昌蝸牛","無","第7級","無"
"8359","海洋斧魚","無","第5級","HSK_789"
"8360","海洋原多甲藻","無","第7級","HSK_789"
"8361","海秋沙","無","第3級","HSK_3"
"8362","海胡蠅","無","第7級","HSK_789"
"8364","海哥龍王","無","第3級","HSK_3"
"8365","海島美銀漢魚","無","第4級","HSK_6"
"8368","海草","無","第2級","HSK_2"
"8369","海草魚","無","第2級","HSK_2"
"8370","海豹格","無","第5級","HSK_789"
"8371","海馬","A1","第2級","HSK_2"
"8373","海婆仔","無","第4級","HSK_5"
"8374","海掃手","無","第5級","HSK_4"
"8376","海梨","無","第5級","HSK_5"
"8378","海豚哥","無","第7級","無"
"8379","海陸蛙","無","第6級","HSK_789"
"8380","海雀","無","第5級","HSK_789"
"8381","海鹿科","無","第4級","HSK_789"
"8383","海象魚","無","第3級","HSK_3"
"8386","海蒂隱翅菊虎","無","第7級","HSK_789"
"8388","海綿精幹蟹","無","第7級","無"
"8389","海豬","無","第2級","HSK_3"
"8390","海豬仔","無","第4級","HSK_5"
"8392","海鴉","無","第6級","HSK_789"
"8393","海燕","無","第5級","HSK_789"
"8396","海龍","無","第3級","HSK_3"
"8397","海龍魚","無","第3級","HSK_3"
"8398","海龍鬚","無","第7級","無"
"8399","海龜","無","第6級","HSK_789"
"8402","海膽姥姥魚","無","無","HSK_789"
"8404","海鴿","無","無","HSK_789"
"8405","海蟲","無","第5級","HSK_4"
"8406","海雞母","A1","第2級","HSK_3"
